Zip_Code,Type,Common Cities,County,Lat,Long,City,Timezone,Daylight_savings_time_flag
90001,Standard,"Los Angeles, Firestone Park, Firestone Pk",Los Angeles,33.972914,-118.24878,Los Angeles,-8,1
90002,Standard,"Los Angeles, August F. Haw, Watts",Los Angeles,33.948315,-118.24845,Los Angeles,-8,1
90003,Standard,Los Angeles,Los Angeles,33.962714,-118.276,Los Angeles,-8,1
90004,Standard,"Los Angeles, Oakwood",Los Angeles,34.07711,-118.30755,Los Angeles,-8,1
90005,Standard,"Los Angeles, Sanford",Los Angeles,34.058911,-118.30848,Los Angeles,-8,1
90006,Standard,Los Angeles,Los Angeles,34.048351,-118.2943,Los Angeles,-8,1
90007,Standard,"Los Angeles, Dockweiler",Los Angeles,34.026448,-118.2829,Los Angeles,-8,1
90008,Standard,"Los Angeles, Baldwin Hills, Leimert Park",Los Angeles,34.009754,-118.33705,Los Angeles,-8,1
90009,PO Box,"Los Angeles, Los Angeles Afb, Los Angls Afb",Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90010,Standard,Los Angeles,Los Angeles,34.062709,-118.31481,Los Angeles,-8,1
90011,Standard,Los Angeles,Los Angeles,34.007063,-118.25868,Los Angeles,-8,1
90012,Standard,Los Angeles,Los Angeles,34.061611,-118.23944,Los Angeles,-8,1
90013,Standard,Los Angeles,Los Angeles,34.044662,-118.24255,Los Angeles,-8,1
90014,Standard,Los Angeles,Los Angeles,34.042912,-118.25193,Los Angeles,-8,1
90015,Standard,Los Angeles,Los Angeles,34.038993,-118.26516,Los Angeles,-8,1
90016,Standard,Los Angeles,Los Angeles,34.029711,-118.35255,Los Angeles,-8,1
90017,Standard,Los Angeles,Los Angeles,34.052561,-118.26434,Los Angeles,-8,1
90018,Standard,Los Angeles,Los Angeles,34.029112,-118.3183,Los Angeles,-8,1
90019,Standard,Los Angeles,Los Angeles,34.048411,-118.34015,Los Angeles,-8,1
90020,Standard,Los Angeles,Los Angeles,34.06646,-118.30863,Los Angeles,-8,1
90021,Standard,Los Angeles,Los Angeles,34.029313,-118.24182,Los Angeles,-8,1
90022,Standard,"Los Angeles, Commerce, East Los Angeles, Est Ls Angls",Los Angeles,34.023662,-118.15581,Los Angeles,-8,1
90023,Standard,"Los Angeles, Commerce",Los Angeles,34.023039,-118.20231,Los Angeles,-8,1
90024,Standard,Los Angeles,Los Angeles,34.063209,-118.43643,Los Angeles,-8,1
90025,Standard,"Los Angeles, W Los Angeles, West Los Angeles",Los Angeles,34.045006,-118.44527,Los Angeles,-8,1
90026,Standard,Los Angeles,Los Angeles,34.07851,-118.26596,Los Angeles,-8,1
90027,Standard,Los Angeles,Los Angeles,34.111208,-118.28842,Los Angeles,-8,1
90028,Standard,"Los Angeles, Hollywood",Los Angeles,34.098859,-118.32745,Los Angeles,-8,1
90029,Standard,Los Angeles,Los Angeles,34.090259,-118.29455,Los Angeles,-8,1
90030,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90031,Standard,"Los Angeles, Lincoln Heights, Lincoln Hts",Los Angeles,34.07871,-118.2161,Los Angeles,-8,1
90032,Standard,Los Angeles,Los Angeles,34.08166,-118.17568,Los Angeles,-8,1
90033,Standard,Los Angeles,Los Angeles,34.050411,-118.21195,Los Angeles,-8,1
90034,Standard,Los Angeles,Los Angeles,34.03056,-118.39804,Los Angeles,-8,1
90035,Standard,Los Angeles,Los Angeles,34.05266,-118.38531,Los Angeles,-8,1
90036,Standard,Los Angeles,Los Angeles,34.07036,-118.34926,Los Angeles,-8,1
90037,Standard,Los Angeles,Los Angeles,34.002063,-118.28737,Los Angeles,-8,1
90038,Standard,"Los Angeles, W Hollywood, West Hollywood",Los Angeles,34.089459,-118.3285,Los Angeles,-8,1
90039,Standard,Los Angeles,Los Angeles,34.110425,-118.25832,Los Angeles,-8,1
90040,Standard,"Los Angeles, Commerce, Cty Of Cmmrce",Los Angeles,33.997492,-118.15284,Los Angeles,-8,1
90041,Standard,"Los Angeles, Eagle Rock",Los Angeles,34.137557,-118.20765,Los Angeles,-8,1
90042,Standard,"Los Angeles, Highland Park",Los Angeles,34.114558,-118.19233,Los Angeles,-8,1
90043,Standard,"Los Angeles, View Park, Windsor Hills",Los Angeles,33.987463,-118.334,Los Angeles,-8,1
90044,Standard,"Los Angeles, August F. Haw",Los Angeles,33.953814,-118.29158,Los Angeles,-8,1
90045,Standard,"Los Angeles, Westchester",Los Angeles,33.960041,-118.3949,Los Angeles,-8,1
90046,Standard,"Los Angeles, W Hollywood, West Hollywood",Los Angeles,34.098908,-118.36241,Los Angeles,-8,1
90047,Standard,Los Angeles,Los Angeles,33.958464,-118.30998,Los Angeles,-8,1
90048,Standard,"Los Angeles, W Hollywood, West Hollywood",Los Angeles,34.073759,-118.37376,Los Angeles,-8,1
90049,Standard,Los Angeles,Los Angeles,34.067409,-118.47528,Los Angeles,-8,1
90050,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90051,PO Box,"Los Angeles, August F. Haw",Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90052,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90053,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90054,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90055,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90056,Standard,"Los Angeles, Baldwin Hills, Windsor Hills",Los Angeles,33.986212,-118.37099,Los Angeles,-8,1
90057,Standard,Los Angeles,Los Angeles,34.061911,-118.27687,Los Angeles,-8,1
90058,Standard,"Los Angeles, Vernon",Los Angeles,34.000219,-118.22605,Los Angeles,-8,1
90059,Standard,"Los Angeles, August F. Haw",Los Angeles,33.927471,-118.24778,Los Angeles,-8,1
90060,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90061,Standard,"Los Angeles, August F. Haw",Los Angeles,33.923365,-118.27591,Los Angeles,-8,1
90062,Standard,Los Angeles,Los Angeles,34.003213,-118.3078,Los Angeles,-8,1
90063,Standard,"Los Angeles, Hazard",Los Angeles,34.045161,-118.1865,Los Angeles,-8,1
90064,Standard,"Los Angeles, Rancho Park",Los Angeles,34.03457,-118.42843,Los Angeles,-8,1
90065,Standard,"Los Angeles, Glassell, Glassell Park",Los Angeles,34.107559,-118.22663,Los Angeles,-8,1
90066,Standard,Los Angeles,Los Angeles,34.002011,-118.43083,Los Angeles,-8,1
90067,Standard,"Los Angeles, Century City",Los Angeles,34.056709,-118.41183,Los Angeles,-8,1
90068,Standard,"Los Angeles, Hollywood",Los Angeles,34.122058,-118.3379,Los Angeles,-8,1
90069,Standard,"West Hollywood, Los Angeles, W Hollywood",Los Angeles,34.090975,-118.3813,West Hollywood,-8,1
90070,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90071,Standard,Los Angeles,Los Angeles,34.052709,-118.2559,Los Angeles,-8,1
90072,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90073,PO Box,"Los Angeles, Veterans Adm, Veterans Admin, Veterans A...",Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90074,Unique,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90075,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90076,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90077,Standard,Los Angeles,Los Angeles,34.101007,-118.45077,Los Angeles,-8,1
90078,PO Box,"Los Angeles, Hollywood",Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90079,Standard,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90080,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90081,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90082,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90083,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90084,Unique,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90086,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90087,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90088,Unique,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90089,Unique,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90090,Unique,"Dodgertown, Los Angeles",Los Angeles,#N/A,#N/A,#N/A,#N/A,#N/A
90091,PO Box,"Los Angeles, Commerce, Cty Of Cmmrce",Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90093,PO Box,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90094,Standard,"Playa Vista, Los Angeles",Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90095,Unique,"Los Angeles, Ucla",Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90096,Unique,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90099,Standard,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90101,Standard,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90102,Unique,"Los Angeles, Brylane",Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90103,Unique,Los Angeles,Los Angeles,33.786594,-118.298662,Los Angeles,-8,1
90189,Unique,Los Angeles,Los Angeles,#N/A,#N/A,#N/A,#N/A,#N/A
90201,Standard,"Bell Gardens, Bell, Cudahy",Los Angeles,33.972814,-118.17385,Bell,-8,1
90202,PO Box,"Bell, Bell Gardens",Los Angeles,33.786594,-118.298662,Bell Gardens,-8,1
90209,PO Box,Beverly Hills,Los Angeles,33.786594,-118.298662,Beverly Hills,-8,1
90210,Standard,Beverly Hills,Los Angeles,34.088808,-118.40612,Beverly Hills,-8,1
90211,Standard,Beverly Hills,Los Angeles,34.066009,-118.38271,Beverly Hills,-8,1
90212,Standard,Beverly Hills,Los Angeles,34.060859,-118.40191,Beverly Hills,-8,1
90213,PO Box,Beverly Hills,Los Angeles,33.786594,-118.298662,Beverly Hills,-8,1
90220,Standard,"Compton, Crystal City, Rancho Dominguez, Rncho Do...",Los Angeles,33.890566,-118.23666,Compton,-8,1
90221,Standard,"Compton, E Rncho Dmngz, East Rancho Dominguez",Los Angeles,33.893265,-118.204,Compton,-8,1
90222,Standard,"Compton, Rosewood",Los Angeles,33.910716,-118.23624,Compton,-8,1
90223,PO Box,Compton,Los Angeles,33.786594,-118.298662,Compton,-8,1
90224,PO Box,"Compton, Rancho Dominguez, Rncho Domingz",Los Angeles,33.786594,-118.298662,Compton,-8,1
90230,Standard,"Culver City, Los Angeles",Los Angeles,33.997179,-118.40145,Culver City,-8,1
90231,PO Box,Culver City,Los Angeles,33.786594,-118.298662,Culver City,-8,1
90232,Standard,Culver City,Los Angeles,34.021611,-118.39168,Culver City,-8,1
90233,PO Box,Culver City,Los Angeles,33.786594,-118.298662,Culver City,-8,1
90239,PO Box,Downey,Los Angeles,33.786594,-118.298662,Downey,-8,1
90240,Standard,Downey,Los Angeles,33.958363,-118.11987,Downey,-8,1
90241,Standard,Downey,Los Angeles,33.942289,-118.12901,Downey,-8,1
90242,Standard,Downey,Los Angeles,33.92018,-118.14291,Downey,-8,1
90245,Standard,El Segundo,Los Angeles,33.921313,-118.40843,El Segundo,-8,1
90247,Standard,Gardena,Los Angeles,33.891265,-118.2975,Gardena,-8,1
90248,Standard,Gardena,Los Angeles,33.870466,-118.28813,Gardena,-8,1
90249,Standard,Gardena,Los Angeles,33.899265,-118.319,Gardena,-8,1
90250,Standard,"Hawthorne, Holly Park, Hollyglen",Los Angeles,33.914614,-118.35092,Hawthorne,-8,1
90251,PO Box,Hawthorne,Los Angeles,33.786594,-118.298662,Hawthorne,-8,1
90254,Standard,Hermosa Beach,Los Angeles,33.866314,-118.39968,Hermosa Beach,-8,1
90255,Standard,"Huntington Park, Huntington Pk, Walnut Park",Los Angeles,33.978404,-118.21773,Huntington Park,-8,1
90260,Standard,Lawndale,Los Angeles,33.888364,-118.35355,Lawndale,-8,1
90261,Standard,Lawndale,Los Angeles,33.895363,-118.37689,Lawndale,-8,1
90262,Standard,Lynwood,Los Angeles,33.924642,-118.20186,Lynwood,-8,1
90263,Standard,Malibu,Los Angeles,34.035087,-118.70752,Malibu,-8,1
90264,PO Box,Malibu,Los Angeles,33.786594,-118.298662,Malibu,-8,1
90265,Standard,Malibu,Los Angeles,34.051056,-118.80768,Malibu,-8,1
90266,Standard,"Manhattan Beach, Manhattan Bch",Los Angeles,33.88898,-118.40535,Manhattan Beach,-8,1
90267,PO Box,"Manhattan Beach, Manhattan Bch",Los Angeles,33.786594,-118.298662,Manhattan Beach,-8,1
90270,Standard,"Maywood, Bell Gardens",Los Angeles,33.988813,-118.18642,Maywood,-8,1
90272,Standard,"Pacific Palisades, Pacific Plsds",Los Angeles,34.050505,-118.53374,Pacific Palisades,-8,1
90274,Standard,"Palos Verdes Peninsula, Palos Verdes Estates, Pls Vrds Est, Pls ...",Los Angeles,33.784099,-118.38752,Palos Verdes Peninsula,-8,1
90275,Standard,"Rancho Palos Verdes, Palos Verdes Estates, Palos Verdes Penin...",Los Angeles,33.758216,-118.36425,Rancho Palos Verdes,-8,1
90277,Standard,Redondo Beach,Los Angeles,33.828815,-118.38322,Redondo Beach,-8,1
90278,Standard,Redondo Beach,Los Angeles,33.871214,-118.37177,Redondo Beach,-8,1
90280,Standard,South Gate,Los Angeles,33.944264,-118.1949,South Gate,-8,1
90290,Standard,Topanga,Los Angeles,34.101447,-118.59933,Topanga,-8,1
90291,Standard,"Venice, Playa Del Rey",Los Angeles,33.992411,-118.46531,Venice,-8,1
90292,Standard,"Marina Del Rey, Marina Dl Rey, Venice",Los Angeles,33.976373,-118.45458,Marina Del Rey,-8,1
90293,Standard,"Playa Del Rey, Venice",Los Angeles,33.957012,-118.44167,Playa Del Rey,-8,1
90294,PO Box,Venice,Los Angeles,33.786594,-118.298662,Venice,-8,1
90295,PO Box,"Marina Del Rey, Marina Dl Rey, Venice",Los Angeles,33.786594,-118.298662,Marina Del Rey,-8,1
90296,PO Box,"Playa Del Rey, Venice",Los Angeles,33.786594,-118.298662,Playa Del Rey,-8,1
90301,Standard,Inglewood,Los Angeles,33.955913,-118.35868,Inglewood,-8,1
90302,Standard,Inglewood,Los Angeles,33.975263,-118.35558,Inglewood,-8,1
90303,Standard,Inglewood,Los Angeles,33.934164,-118.33255,Inglewood,-8,1
90304,Standard,"Inglewood, Lennox",Los Angeles,33.936163,-118.36076,Inglewood,-8,1
90305,Standard,Inglewood,Los Angeles,33.960263,-118.3252,Inglewood,-8,1
90306,PO Box,Inglewood,Los Angeles,33.786594,-118.298662,Inglewood,-8,1
90307,PO Box,Inglewood,Los Angeles,33.786594,-118.298662,Inglewood,-8,1
90308,PO Box,Inglewood,Los Angeles,33.786594,-118.298662,Inglewood,-8,1
90309,PO Box,Inglewood,Los Angeles,33.786594,-118.298662,Inglewood,-8,1
90310,PO Box,Inglewood,Los Angeles,33.786594,-118.298662,Inglewood,-8,1
90311,Standard,Inglewood,Los Angeles,33.786594,-118.298662,Inglewood,-8,1
90312,PO Box,Inglewood,Los Angeles,33.786594,-118.298662,Inglewood,-8,1
90313,Unique,"Inglewood, General Telephone",Los Angeles,33.786594,-118.298662,Inglewood,-8,1
90397,Unique,"Inglewood, Shared Firm Zip Code",Los Angeles,33.786594,-118.298662,Inglewood,-8,1
90398,Unique,Inglewood,Los Angeles,33.786594,-118.298662,Inglewood,-8,1
90401,Standard,Santa Monica,Los Angeles,34.01491,-118.4922,Santa Monica,-8,1
90402,Standard,Santa Monica,Los Angeles,34.036759,-118.50121,Santa Monica,-8,1
90403,Standard,Santa Monica,Los Angeles,34.032159,-118.49022,Santa Monica,-8,1
90404,Standard,Santa Monica,Los Angeles,34.026959,-118.47432,Santa Monica,-8,1
90405,Standard,Santa Monica,Los Angeles,34.009276,-118.47286,Santa Monica,-8,1
90406,PO Box,Santa Monica,Los Angeles,33.786594,-118.298662,Santa Monica,-8,1
90407,PO Box,Santa Monica,Los Angeles,33.786594,-118.298662,Santa Monica,-8,1
90408,PO Box,Santa Monica,Los Angeles,33.786594,-118.298662,Santa Monica,-8,1
90409,PO Box,Santa Monica,Los Angeles,33.786594,-118.298662,Santa Monica,-8,1
90410,PO Box,Santa Monica,Los Angeles,33.786594,-118.298662,Santa Monica,-8,1
90411,PO Box,Santa Monica,Los Angeles,33.786594,-118.298662,Santa Monica,-8,1
90501,Standard,Torrance,Los Angeles,33.828766,-118.31367,Torrance,-8,1
90502,Standard,Torrance,Los Angeles,33.833416,-118.29198,Torrance,-8,1
90503,Standard,Torrance,Los Angeles,33.840264,-118.35587,Torrance,-8,1
90504,Standard,Torrance,Los Angeles,33.870414,-118.33065,Torrance,-8,1
90505,Standard,Torrance,Los Angeles,33.810848,-118.35096,Torrance,-8,1
90506,Standard,Torrance,Los Angeles,33.786594,-118.298662,Torrance,-8,1
90507,PO Box,Torrance,Los Angeles,33.786594,-118.298662,Torrance,-8,1
90508,PO Box,Torrance,Los Angeles,33.786594,-118.298662,Torrance,-8,1
90509,PO Box,Torrance,Los Angeles,33.786594,-118.298662,Torrance,-8,1
90510,PO Box,Torrance,Los Angeles,33.786594,-118.298662,Torrance,-8,1
90601,Standard,"Whittier, City Industry, City Of Industry, Pico Ri...",Los Angeles,34.002333,-118.03562,Whittier,-8,1
90602,Standard,Whittier,Los Angeles,33.967562,-118.03384,Whittier,-8,1
90603,Standard,Whittier,Los Angeles,33.941363,-117.99477,Whittier,-8,1
90604,Standard,Whittier,Los Angeles,33.929163,-118.009,Whittier,-8,1
90605,Standard,Whittier,Los Angeles,33.945413,-118.03362,Whittier,-8,1
90606,Standard,"Whittier, Los Nietos",Los Angeles,33.978312,-118.06778,Whittier,-8,1
90607,PO Box,Whittier,Los Angeles,33.786594,-118.298662,Whittier,-8,1
90608,PO Box,Whittier,Los Angeles,33.786594,-118.298662,Whittier,-8,1
90609,PO Box,Whittier,Los Angeles,33.786594,-118.298662,Whittier,-8,1
90610,PO Box,"Whittier, Los Nietos",Los Angeles,33.786594,-118.298662,Whittier,-8,1
90612,Unique,Whittier,Los Angeles,33.786594,-118.298662,Whittier,-8,1
90620,Standard,Buena Park,Orange,33.841014,-118.00969,Buena Park,-8,1
90621,Standard,Buena Park,Orange,33.875714,-117.99404,Buena Park,-8,1
90622,PO Box,Buena Park,Orange,33.640302,-117.769442,Buena Park,-8,1
90623,Standard,"La Palma, Buena Park",Orange,33.849327,-118.04395,La Palma,-8,1
90624,PO Box,Buena Park,Orange,33.640302,-117.769442,Buena Park,-8,1
90630,Standard,Cypress,Orange,33.817481,-118.0399,Cypress,-8,1
90631,Standard,"La Habra, La Habra Heights, La Habra Hgts",Orange,33.934513,-117.95159,La Habra,-8,1
90632,PO Box,La Habra,Orange,33.640302,-117.769442,La Habra,-8,1
90633,PO Box,La Habra,Orange,33.640302,-117.769442,La Habra,-8,1
90637,PO Box,La Mirada,Los Angeles,33.786594,-118.298662,La Mirada,-8,1
90638,Standard,"La Mirada, Lamirada, Mirada",Los Angeles,33.90213,-118.00966,La Mirada,-8,1
90639,Unique,La Mirada,Los Angeles,33.905813,-118.018247,La Mirada,-8,1
90640,Standard,Montebello,Los Angeles,34.014212,-118.11358,Montebello,-8,1
90650,Standard,Norwalk,Los Angeles,33.906914,-118.08339,Norwalk,-8,1
90651,PO Box,Norwalk,Los Angeles,33.786594,-118.298662,Norwalk,-8,1
90652,PO Box,Norwalk,Los Angeles,33.786594,-118.298662,Norwalk,-8,1
90659,Unique,Norwalk,Los Angeles,33.786594,-118.298662,Norwalk,-8,1
90660,Standard,Pico Rivera,Los Angeles,33.989013,-118.08912,Pico Rivera,-8,1
90661,PO Box,Pico Rivera,Los Angeles,33.786594,-118.298662,Pico Rivera,-8,1
90662,PO Box,Pico Rivera,Los Angeles,33.786594,-118.298662,Pico Rivera,-8,1
90670,Standard,"Santa Fe Springs, Santa Fe Spgs",Los Angeles,33.933551,-118.06821,Santa Fe Springs,-8,1
90671,PO Box,"Santa Fe Springs, Santa Fe Spgs",Los Angeles,33.786594,-118.298662,Santa Fe Springs,-8,1
90680,Standard,Stanton,Orange,33.803565,-117.99596,Stanton,-8,1
90701,Standard,"Artesia, Cerritos",Los Angeles,33.867215,-118.08062,Artesia,-8,1
90702,PO Box,Artesia,Los Angeles,33.786594,-118.298662,Artesia,-8,1
90703,Standard,"Cerritos, Artesia",Los Angeles,33.868314,-118.06754,Cerritos,-8,1
90704,PO Box,Avalon,Los Angeles,33.368642,-118.40835,Avalon,-8,1
90706,Standard,Bellflower,Los Angeles,33.888165,-118.1276,Bellflower,-8,1
90707,PO Box,Bellflower,Los Angeles,33.786594,-118.298662,Bellflower,-8,1
90710,Standard,Harbor City,Los Angeles,33.797317,-118.30065,Harbor City,-8,1
90711,PO Box,Lakewood,Los Angeles,33.786594,-118.298662,Lakewood,-8,1
90712,Standard,Lakewood,Los Angeles,33.851965,-118.1468,Lakewood,-8,1
90713,Standard,Lakewood,Los Angeles,33.847265,-118.11337,Lakewood,-8,1
90714,PO Box,Lakewood,Los Angeles,33.851215,-118.1339,Lakewood,-8,1
90715,Standard,Lakewood,Los Angeles,33.840965,-118.07775,Lakewood,-8,1
90716,Standard,"Hawaiian Gardens, Hawaiian Gdns, Lakewood",Los Angeles,33.828565,-118.07364,Hawaiian Gardens,-8,1
90717,Standard,Lomita,Los Angeles,33.793384,-118.31611,Lomita,-8,1
90720,Standard,"Los Alamitos, Cypress, Rossmoor",Orange,33.794028,-118.07218,Los Alamitos,-8,1
90721,PO Box,Los Alamitos,Orange,33.640302,-117.769442,Los Alamitos,-8,1
90723,Standard,Paramount,Los Angeles,33.899915,-118.16231,Paramount,-8,1
90731,Standard,San Pedro,Los Angeles,33.732368,-118.28905,San Pedro,-8,1
90732,Standard,San Pedro,Los Angeles,33.736718,-118.31123,San Pedro,-8,1
90733,PO Box,San Pedro,Los Angeles,33.786594,-118.298662,San Pedro,-8,1
90734,PO Box,San Pedro,Los Angeles,33.786594,-118.298662,San Pedro,-8,1
90740,Standard,Seal Beach,Orange,33.759283,-118.08239,Seal Beach,-8,1
90742,PO Box,Sunset Beach,Orange,33.718167,-118.07179,Sunset Beach,-8,1
90743,PO Box,Surfside,Orange,33.72975,-118.0863,Surfside,-8,1
90744,Standard,Wilmington,Los Angeles,33.784018,-118.25897,Wilmington,-8,1
90745,Standard,"Carson, Long Beach",Los Angeles,33.823765,-118.2668,Carson,-8,1
90746,Standard,"Carson, Long Beach",Los Angeles,33.857416,-118.25633,Carson,-8,1
90747,Unique,"Carson, Long Beach",Los Angeles,33.867138,-118.253825,Carson,-8,1
90748,PO Box,Wilmington,Los Angeles,33.786594,-118.298662,Wilmington,-8,1
90749,PO Box,"Carson, Long Beach",Los Angeles,33.786594,-118.298662,Carson,-8,1
90755,Standard,"Signal Hill, Long Beach",Los Angeles,33.801783,-118.168691,Long Beach,-8,1
90801,PO Box,Long Beach,Los Angeles,33.804309,-118.200957,Long Beach,-8,1
90802,Standard,Long Beach,Los Angeles,33.769018,-118.19225,Long Beach,-8,1
90803,Standard,Long Beach,Los Angeles,33.761117,-118.12986,Long Beach,-8,1
90804,Standard,Long Beach,Los Angeles,33.783467,-118.15182,Long Beach,-8,1
90805,Standard,"Long Beach, Lakewood",Los Angeles,33.865916,-118.18362,Long Beach,-8,1
90806,Standard,Long Beach,Los Angeles,33.801767,-118.1858,Long Beach,-8,1
90807,Standard,"Long Beach, Signal Hill",Los Angeles,33.828366,-118.18235,Long Beach,-8,1
90808,Standard,Long Beach,Los Angeles,33.823316,-118.11329,Long Beach,-8,1
90809,PO Box,Long Beach,Los Angeles,33.786594,-118.298662,Long Beach,-8,1
90810,Standard,"Long Beach, Carson",Los Angeles,33.816217,-118.21495,Long Beach,-8,1
90813,Standard,Long Beach,Los Angeles,33.781011,-118.19197,Long Beach,-8,1
90814,Standard,Long Beach,Los Angeles,33.771167,-118.14482,Long Beach,-8,1
90815,Standard,Long Beach,Los Angeles,33.795049,-118.11824,Long Beach,-8,1
90822,Standard,Long Beach,Los Angeles,33.776094,-118.11848,Long Beach,-8,1
90831,Standard,Long Beach,Los Angeles,33.767817,-118.199401,Long Beach,-8,1
90832,PO Box,Long Beach,Los Angeles,33.786594,-118.298662,Long Beach,-8,1
90833,Standard,Long Beach,Los Angeles,33.767817,-118.199401,Long Beach,-8,1
90834,Standard,Long Beach,Los Angeles,33.767817,-118.199401,Long Beach,-8,1
90835,Standard,Long Beach,Los Angeles,33.767817,-118.199401,Long Beach,-8,1
90840,Unique,Long Beach,Los Angeles,33.784266,-118.115698,Long Beach,-8,1
90842,Unique,Long Beach,Los Angeles,33.786594,-118.298662,Long Beach,-8,1
90844,Unique,Long Beach,Los Angeles,33.786594,-118.298662,Long Beach,-8,1
90845,Unique,Long Beach,Los Angeles,33.786594,-118.298662,Long Beach,-8,1
90846,Unique,Long Beach,Los Angeles,33.824918,-118.150352,Long Beach,-8,1
90847,Unique,Long Beach,Los Angeles,33.786594,-118.298662,Long Beach,-8,1
90848,Unique,Long Beach,Los Angeles,33.786594,-118.298662,Long Beach,-8,1
90853,PO Box,Long Beach,Los Angeles,33.786594,-118.298662,Long Beach,-8,1
90888,Unique,Long Beach,Los Angeles,33.786594,-118.298662,Long Beach,-8,1
90895,Unique,"Carson, Long Beach",Los Angeles,#N/A,#N/A,#N/A,#N/A,#N/A
90899,Unique,Long Beach,Los Angeles,#N/A,#N/A,#N/A,#N/A,#N/A
91001,Standard,Altadena,Los Angeles,34.192102,-118.14206,Altadena,-8,1
91003,PO Box,Altadena,Los Angeles,33.786594,-118.298662,Altadena,-8,1
91006,Standard,Arcadia,Los Angeles,34.134057,-118.02662,Arcadia,-8,1
91007,Standard,Arcadia,Los Angeles,34.126957,-118.05216,Arcadia,-8,1
91008,Standard,"Duarte, Bradbury",Los Angeles,#N/A,#N/A,#N/A,#N/A,#N/A
91009,PO Box,Duarte,Los Angeles,33.786594,-118.298662,Duarte,-8,1
91010,Standard,"Duarte, Bradbury, Irwindale",Los Angeles,34.137707,-117.96569,Duarte,-8,1
91011,Standard,"La Canada Flintridge, Flintridge, La Canada, La Canada Flt",Los Angeles,34.211171,-118.19776,La Canada Flintridge,-8,1
91012,PO Box,"La Canada Flintridge, La Canada, La Canada Flt",Los Angeles,33.786594,-118.298662,La Canada Flintridge,-8,1
91016,Standard,Monrovia,Los Angeles,34.140806,-118.00184,Monrovia,-8,1
91017,PO Box,Monrovia,Los Angeles,33.786594,-118.298662,Monrovia,-8,1
91020,Standard,Montrose,Los Angeles,34.211494,-118.23104,Montrose,-8,1
91021,PO Box,Montrose,Los Angeles,33.786594,-118.298662,Montrose,-8,1
91023,PO Box,Mount Wilson,Los Angeles,33.786594,-118.298662,Mount Wilson,-8,1
91024,Standard,Sierra Madre,Los Angeles,34.164806,-118.0509,Sierra Madre,-8,1
91025,PO Box,Sierra Madre,Los Angeles,33.786594,-118.298662,Sierra Madre,-8,1
91030,Standard,"South Pasadena, S Pasadena",Los Angeles,34.112958,-118.15577,South Pasadena,-8,1
91031,PO Box,"South Pasadena, S Pasadena",Los Angeles,33.786594,-118.298662,South Pasadena,-8,1
91040,Standard,"Sunland, Shadow Hills",Los Angeles,34.261221,-118.31887,Sunland,-8,1
91041,PO Box,Sunland,Los Angeles,33.786594,-118.298662,Sunland,-8,1
